Title Line: "Microsatellite Data set: 'Genetic divergence is decoupled from ecological diversification in the Hawaiian Nesosydne planthoppers', Evolution, authors: Kari Roesch Goodman; Stephen C. Welter; George Roderick, Department of Environmental Science, Policy and Management, U.C. Berkeley, krgoodman@berkeley.edu"
Nc3
Nc4
Nc5
Nc6
Nc7
Nc8
Nc9
Nc10
Nc11
Nc12
Nc17
Nc13
Nc14
Pop
06FBa , 164164 231231 199199 176176 165165 150150 212212 096096 203203 192192 150156 171181 225225
06FBc , 164164 231231 199199 176176 165165 150150 212216 087096 203203 192192 153192 181181 225225
06FCa , 164164 231231 197203 176176 165165 150150 212216 096096 203203 184192 156156 181181 229229
06FCb , 164164 231231 197197 176176 165165 150154 212212 087096 203203 192192 147147 181181 225225
06FD  , 164164 231231 199199 176176 165165 150150 196212 096096 203203 184192 147153 171181 225225
06FDb , 164164 231231 197197 176176 165165 150150 208216 096096 203203 184192 147147 181181 225225
06FE  , 164164 231231 203203 172176 165169 150150 212216 096096 203203 188192 150153 171181 217225
06FEb , 164164 231231 195203 172176 165169 150150 212216 096096 203203 192192 147150 181181 225225
06FF  , 164164 223231 199203 176176 165165 150150 196216 096096 203203 188192 150153 171171 225225
06FFb , 164164 231231 203203 172176 165169 150150 212212 096096 203203 188192 150153 181181 217225
06FHa , 164164 231231 199199 172176 161165 146150 212212 096096 203203 192192 147150 171181 225225
06FHb , 164164 231231 199199 176176 165165 146150 212212 096096 203203 192196 150150 171181 229229
06FHc , 150164 231231 191195 172176 165165 150154 212212 096096 203203 192192 147150 181181 225225
06FI  , 164164 231231 199203 172172 165169 150172 212212 096096 207207 192192 150150 171171 225225
06FJa , 164164 231231 199203 172176 165165 150150 216216 096096 207207 192196 147153 181181 225229
06FK  , 164164 231231 199203 172172 165165 150150 212216 096096 207207 184192 147150 181181 225233
06FKb , 164164 231231 195203 172176 165165 150150 212212 096096 203203 192196 147153 181181 217233
06FKc , 164164 231231 203203 172172 165165 150150 196216 096096 203203 184192 147147 181181 221225
06FN  , 156164 223231 203203 172172 165169 146150 196212 096096 203203 184192 153183 181181 225225
06FS  , 156164 231231 199199 172172 165165 150172 212212 096096 207207 192192 150150 171171 217225
MLT1  , 164164 231231 199203 172176 165165 150150 208212 096096 203203 192192 150153 181181 229229
MLT10 , 164164 231231 199199 172176 165165 150154 212212 096096 203203 192192 150156 181181 225229
MLT11 , 164164 231231 203203 172176 165165 000000 208216 096096 207207 192192 150180 181181 229241
MLT12 , 164164 231231 000000 176176 165165 150150 212212 096096 203203 192192 147153 181181 225225
MLT13 , 156164 231231 199199 172172 165169 150154 208212 096096 203207 192192 147150 171181 225229
MLT14 , 164164 231231 197203 172172 165169 150154 212212 087096 203203 192192 150180 181181 217233
MLT15 , 164164 231231 199199 156172 165165 150154 216216 096096 203207 192192 147153 171171 221221
MLT2  , 164164 231231 199199 172176 165165 150150 196216 096096 203203 192192 150150 181181 225229
MLT6  , 164164 231231 203203 172176 165165 150154 208212 096096 203203 192192 138150 181181 217225
MLT7  , 164164 231231 000000 172176 161165 154154 212212 087096 203203 192192 138150 181181 225225
MLT8  , 164164 231231 199203 176176 165169 150150 196216 096096 203203 192192 150153 181181 229229
MLT9  , 164164 231231 199203 172176 165165 150150 212212 096096 203203 192192 147150 181181 225229
Pop
